                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
77,1.3291,1.4906,1.5676,0.38847,0.3115,0.27875,0.13225,1.8225,1.9092,1.9404,0.000623,0.000623,0.000623
78,1.3348,1.5229,1.5703,0.59883,0.2571,0.27966,0.13055,1.8466,2.1046,2.0188,0.00061475,0.00061475,0.00061475
79,1.2753,1.4749,1.5351,0.48843,0.32926,0.30992,0.15901,1.8312,1.9936,2.0062,0.0006065,0.0006065,0.0006065
80,1.343,1.4852,1.586,0.33377,0.23265,0.27183,0.12947,1.8849,2.0327,2.0266,0.00059825,0.00059825,0.00059825
81,1.2652,1.4333,1.5295,0.37382,0.32608,0.30676,0.15795,1.8297,2.0447,1.9532,0.00059,0.00059,0.00059
82,1.2694,1.4621,1.5414,0.39691,0.27017,0.29735,0.15596,1.8653,2.075,1.9872,0.00058175,0.00058175,0.00058175
83,1.2817,1.4254,1.5332,0.45521,0.26173,0.26542,0.13182,1.9342,2.159,2.0309,0.0005735,0.0005735,0.0005735
84,1.202,1.3573,1.4902,0.29992,0.31166,0.28435,0.13494,1.8829,2.1919,2.0614,0.00056525,0.00056525,0.00056525
85,1.2551,1.3733,1.5213,0.34085,0.35997,0.28411,0.15077,1.7755,2.1509,1.9333,0.000557,0.000557,0.000557
86,1.252,1.3442,1.5153,0.40549,0.2535,0.29282,0.14235,1.8329,2.1277,1.9723,0.00054875,0.00054875,0.00054875
87,1.2394,1.3763,1.509,0.60403,0.25629,0.29972,0.14194,1.8479,2.1407,1.9952,0.0005405,0.0005405,0.0005405
88,1.2025,1.329,1.5013,0.39974,0.28382,0.2841,0.14544,1.8704,2.0464,2.0008,0.00053225,0.00053225,0.00053225
89,1.1881,1.3264,1.4668,0.49197,0.2198,0.27904,0.12845,1.823,2.056,1.9745,0.000524,0.000524,0.000524
90,1.2001,1.3354,1.4769,0.35989,0.27121,0.26967,0.12614,1.8948,2.0747,2.0327,0.00051575,0.00051575,0.00051575
91,1.2295,1.2995,1.4973,0.45079,0.29128,0.2929,0.15915,1.8304,2.0489,2.0155,0.0005075,0.0005075,0.0005075
92,1.2024,1.3673,1.4764,0.5043,0.26716,0.28925,0.14686,1.8562,2.0107,2.0284,0.00049925,0.00049925,0.00049925
93,1.1797,1.3441,1.477,0.30242,0.2521,0.26884,0.13414,1.9036,2.1614,2.0696,0.000491,0.000491,0.000491
94,1.1981,1.3364,1.4545,0.53755,0.23055,0.27825,0.14266,1.8338,2.1201,2.0789,0.00048275,0.00048275,0.00048275
95,1.2128,1.3159,1.5084,0.27831,0.29997,0.26501,0.13343,1.9707,2.1144,2.1353,0.0004745,0.0004745,0.0004745
96,1.2315,1.3067,1.4892,0.3442,0.31106,0.28666,0.13367,1.9263,2.0889,2.1393,0.00046625,0.00046625,0.00046625
97,1.2065,1.3083,1.4929,0.38049,0.25916,0.24705,0.11839,1.9721,2.2737,2.0973,0.000458,0.000458,0.000458
98,1.1854,1.2553,1.4615,0.36306,0.31067,0.27707,0.1421,1.8024,2.0556,2.0086,0.00044975,0.00044975,0.00044975
99,1.1455,1.2103,1.4082,0.40704,0.26884,0.26012,0.13281,1.8115,2.1828,1.9912,0.0004415,0.0004415,0.0004415
100,1.125,1.2157,1.4302,0.35185,0.25153,0.26654,0.14451,1.8373,2.1388,1.9796,0.00043325,0.00043325,0.00043325
101,1.1236,1.208,1.4351,0.59092,0.26295,0.3201,0.15114,1.802,2.0767,1.9791,0.000425,0.000425,0.000425
102,1.101,1.1806,1.4077,0.39931,0.27723,0.30176,0.16113,1.8523,2.027,2.0483,0.00041675,0.00041675,0.00041675
103,1.1406,1.1621,1.4114,0.53562,0.28844,0.34042,0.1646,1.8416,2.0586,2.0015,0.0004085,0.0004085,0.0004085
104,1.1157,1.1437,1.3908,0.27373,0.33223,0.2709,0.13521,1.8384,2.0862,1.9631,0.00040025,0.00040025,0.00040025
105,1.1483,1.2286,1.4425,0.44968,0.22411,0.24784,0.12738,1.8671,2.0564,2.0138,0.000392,0.000392,0.000392
106,1.0872,1.1651,1.3733,0.3407,0.2198,0.24566,0.1303,1.8689,2.1133,2.0827,0.00038375,0.00038375,0.00038375
107,1.0778,1.1414,1.3777,0.44677,0.26057,0.25906,0.14671,1.7664,2.0947,2.0054,0.0003755,0.0003755,0.0003755
108,1.0915,1.1776,1.3999,0.66964,0.2373,0.27802,0.15058,1.7688,2.1316,2.0143,0.00036725,0.00036725,0.00036725
109,1.0766,1.1521,1.3914,0.30559,0.35768,0.33191,0.15829,1.8453,2.1383,2.0587,0.000359,0.000359,0.000359
110,1.077,1.1541,1.3766,0.49593,0.35883,0.3267,0.16581,1.8956,2.1542,2.0743,0.00035075,0.00035075,0.00035075
111,1.0692,1.1388,1.3825,0.40537,0.33061,0.30061,0.16613,1.8163,1.9452,2.0343,0.0003425,0.0003425,0.0003425
112,1.0718,1.1126,1.3772,0.36152,0.33117,0.30073,0.1507,1.8955,2.0566,2.0789,0.00033425,0.00033425,0.00033425
113,1.0412,1.0859,1.3774,0.52435,0.26113,0.29742,0.14845,1.8446,1.9681,2.0866,0.000326,0.000326,0.000326
114,1.0393,1.0957,1.3673,0.41517,0.25153,0.26803,0.14589,1.8548,2.0575,2.1336,0.00031775,0.00031775,0.00031775
115,1.0487,1.0677,1.3561,0.57869,0.26369,0.29301,0.15686,1.7506,2.0695,2.0243,0.0003095,0.0003095,0.0003095
116,1.0571,1.0574,1.3426,0.39605,0.28025,0.26738,0.14557,1.7819,2.1214,2.0437,0.00030125,0.00030125,0.00030125
117,1.035,1.0486,1.3494,0.41535,0.24249,0.26721,0.13834,1.8081,2.1923,2.1,0.000293,0.000293,0.000293
118,1.0174,1.0384,1.3437,0.44953,0.26057,0.28844,0.14617,1.7759,2.0606,2.0195,0.00028475,0.00028475,0.00028475
119,1.0543,1.0753,1.3638,0.3856,0.34362,0.30011,0.14158,1.7854,2.1074,2.001,0.0002765,0.0002765,0.0002765
120,1.0348,1.0773,1.3453,0.33645,0.30792,0.28849,0.15333,1.7618,1.9847,1.9983,0.00026825,0.00026825,0.00026825
121,0.95646,0.98228,1.2921,0.44442,0.26057,0.29112,0.14711,1.7709,2.0347,1.9842,0.00026,0.00026,0.00026
122,0.98719,1.0058,1.3128,0.45182,0.30491,0.33427,0.15751,1.7953,2.041,2.0111,0.00025175,0.00025175,0.00025175
123,0.98799,1.0072,1.3057,0.56842,0.24508,0.28107,0.14455,1.8318,2.1211,2.0933,0.0002435,0.0002435,0.0002435
124,0.99635,1.0057,1.3091,0.49089,0.24249,0.26356,0.13666,1.8157,2.2083,2.0588,0.00023525,0.00023525,0.00023525
125,0.98268,0.9948,1.3185,0.63557,0.26218,0.29065,0.14558,1.7814,2.1569,2.0001,0.000227,0.000227,0.000227
126,0.96913,1.0089,1.319,0.62219,0.23948,0.277,0.14535,1.8182,2.1412,2.0797,0.00021875,0.00021875,0.00021875
127,0.94997,0.97206,1.2934,0.67135,0.24005,0.30196,0.1508,1.7978,2.1217,2.032,0.0002105,0.0002105,0.0002105
128,0.95034,0.93319,1.2855,0.627,0.26145,0.322,0.15771,1.7649,2.0386,2.0593,0.00020225,0.00020225,0.00020225
129,0.93219,0.93061,1.2862,0.83206,0.22639,0.31451,0.15629,1.7762,2.089,2.059,0.000194,0.000194,0.000194
130,0.95868,0.95807,1.2989,0.49783,0.29718,0.32191,0.14808,1.764,2.1613,2.0324,0.00018575,0.00018575,0.00018575
131,0.93544,0.96054,1.2975,0.42359,0.25161,0.28739,0.14537,1.7831,2.1378,2.0424,0.0001775,0.0001775,0.0001775
132,0.9342,0.88913,1.2567,0.43966,0.28579,0.31273,0.15305,1.7795,2.0439,2.0829,0.00016925,0.00016925,0.00016925
133,0.94136,0.9965,1.3047,0.3054,0.33824,0.28826,0.1368,1.8339,2.1132,2.0881,0.000161,0.000161,0.000161
134,0.93185,0.93941,1.2804,0.45865,0.27619,0.31605,0.1449,1.8671,2.1557,2.1104,0.00015275,0.00015275,0.00015275
135,0.91881,0.90425,1.2765,0.57514,0.28081,0.33481,0.15069,1.7823,2.1017,2.0483,0.0001445,0.0001445,0.0001445
136,0.89154,0.87652,1.2453,0.56156,0.24568,0.27272,0.12852,1.8604,2.1756,2.0509,0.00013625,0.00013625,0.00013625
137,0.96496,0.95289,1.2938,0.55208,0.26997,0.31466,0.14964,1.8052,2.0952,2.0189,0.000128,0.000128,0.000128
138,0.89752,0.90616,1.253,0.51848,0.28593,0.32583,0.159,1.8344,2.037,2.0632,0.00011975,0.00011975,0.00011975
139,0.89303,0.89498,1.2682,0.55637,0.27619,0.3044,0.15062,1.8087,2.0911,2.0042,0.0001115,0.0001115,0.0001115
140,0.89676,0.87808,1.2497,0.52684,0.25071,0.31851,0.15537,1.7596,2.1216,1.9868,0.00010325,0.00010325,0.00010325
141,0.92139,0.92239,1.2662,0.35818,0.28419,0.29378,0.15031,1.7957,2.1162,2.0736,9.50E-05,9.50E-05,9.50E-05
142,0.92972,0.8789,1.2627,0.43636,0.26891,0.27381,0.14096,1.8168,2.1437,2.0829,8.68E-05,8.68E-05,8.68E-05
143,0.89271,0.83589,1.2413,0.55621,0.27017,0.3011,0.1523,1.7877,2.1656,2.0497,7.85E-05,7.85E-05,7.85E-05
144,0.89231,0.84647,1.2341,0.41941,0.29182,0.3021,0.15397,1.7636,2.0682,2.0353,7.03E-05,7.03E-05,7.03E-05
145,0.83753,0.78349,1.2018,0.83518,0.2279,0.30566,0.1502,1.7765,2.0169,2.0402,6.20E-05,6.20E-05,6.20E-05
146,0.82921,0.74635,1.2043,0.29875,0.3258,0.27735,0.14833,1.7756,1.998,2.0396,5.38E-05,5.38E-05,5.38E-05
147,0.8397,0.78418,1.1989,0.28606,0.32792,0.28323,0.14989,1.7638,2.0259,2.0441,4.55E-05,4.55E-05,4.55E-05
148,0.84283,0.78786,1.2151,0.39114,0.27031,0.28602,0.15168,1.7734,2.0247,2.0568,3.73E-05,3.73E-05,3.73E-05
149,0.80939,0.77294,1.1814,0.46322,0.27235,0.28269,0.14907,1.7838,2.065,2.0696,2.90E-05,2.90E-05,2.90E-05
150,0.82123,0.77958,1.2135,0.47807,0.26854,0.28603,0.15225,1.7726,2.0874,2.0602,2.08E-05,2.08E-05,2.08E-05
